Class,Identifiers,Address,Type,Initial Value,Comment,PLCType=500
VAR,P4_TMORSA_FIX_C,%MW10003,INT,,PARAMETRO DE TEMPO DE MORSA FIXA FECHADA
VAR,P_RESERVA_10004,%MW10004,INT,, RESERVA 10004
VAR,P_RESERVA_10005,%MW10005,INT,, RESERVA 10005
VAR,P_RESERVA_10006,%MW10006,INT,, RESERVA 10006
VAR,P_RESERVA_10007,%MW10007,INT,, RESERVA 10007
VAR,REC_LAYERS_PACOTE,%MW10008,INT,,RECEITA LAYERS PACOTE
VAR,REC_LAYERS_FARDO,%MW10009,INT,,RECEITA LAYERS PACOTE
VAR,REC_RESERVA_10010,%MW10010,INT,,RECEITA RESERVA 10010
VAR,REC_RESERVA_10011,%MW10011,INT,,RECEITA RESERVA 10011
VAR,REC_RESERVA_10012,%MW10012,INT,,RECEITA RESERVA 10012
VAR,REC_RESERVA_10013,%MW10013,INT,,RECEITA RESERVA 10013
VAR,REC_RESERVA_10014,%MW10014,INT,,RECEITA RESERVA 10014
VAR,REC_RESERVA_10015,%MW10015,INT,,RECEITA RESERVA 10015
VAR,P6_HOME_POS_MORSA,%MD20000,REAL,,PARAMETRO POSICAO DE HOME MORSA
VAR,P7_HOME_POS_TRAVE,%MD20001,REAL,,PARAMETRO POSICAO DE HOME TRAVE
VAR,P8_HOME_POS_ELEVAD,%MD20002,REAL,,PARAMETRO POSICAO DE HOME ELEVADOR
VAR,P9_TRAVE_POS_EXPULS,%MD20003,REAL,,PARAMETRO POSICAO DE EXPULSAO DE LAYER
VAR,P10_DIST_SENS_STOP,%MD20004,REAL,,PARAMETRO DISTANCIA DO SENSOR  NO MOTOR
VAR,P_RESERVA_20005,%MD20005,REAL,,PARAMETRO RESERVA 20005
VAR,P_RESERVA_20006,%MD20006,REAL,,PARAMETRO RESERVA 20006
VAR,P_RESERVA_20007,%MD20007,REAL,,PARAMETRO RESERVA 20007
VAR,REC_PASSO_PERFIL,%MD20008,REAL,,RECEITA PASSO PERFIL
VAR,REC_PASSO_TRAVE,%MD20009,REAL,,RECEITA PASSO TRAVE
VAR,REC_PASSO_ELEVADOR,%MD20010,REAL,,RECEITA PASSO ELEVADOR
VAR,REC_PASSO_ESTEIRA,%MD20011,REAL,,RECEITA PASSO ESTEIRA
VAR,REC_RESERVA_20012,%MD20012,REAL,,RECEITA RESERVA 20012
VAR,REC_RESERVA_20013,%MD20013,REAL,,RECEITA RESERVA 20013
VAR,REC_RESERVA_20014,%MD20014,REAL,,RECEITA RESERVA 20014
VAR,REC_RESERVA_20015,%MD20015,REAL,,RECEITA RESERVA 20015
